defense	 0.21659973473744262
top	 0.27599425511784087
detail	 0.24922108326637535
burn	 0.2585746808297614
threat	 0.1849459313351482
security	 0.22174545250287953
mouth	 0.18190564189958616
box	 0.22092193796303433
heart	 0.22953001277289947
court	 0.1942816156351698
german	 0.26231682833006287
include	 0.2524662852418092
offer	 0.27808261133319684
bag	 0.1675448885767831
sight	 0.17954325884853933
refuse	 0.1519916443342993
today	 0.2692606524020399
beneath	 0.189401969229533
enjoy	 0.18910162456738677
result	 0.21925154007123968
stone	 0.2246988624989594
fine	 0.2842211648563202
reality	 0.20343627551971008
introduce	 0.26232446643570534
ball	 0.20345314195390668
mere	 0.3099933021167556
social	 0.22250774379311622
gift	 0.2106037573587101
stage	 0.24851052010539046
limit	 0.2595248144684722
txt	 0.10251347079875785
agreement	 0.15938701910046124
arrive	 0.16479730383773541
thousand	 0.22827715695797204
mention	 0.21751654607217452
middle	 0.22585788063344472
expression	 0.18311830523114767
forget	 0.1506489569993057
love	 0.264875360689686
release	 0.30966497308605373
national	 0.24432797320098248
worry	 0.1902829367565333
nurse	 0.2447241930153756
principle	 0.19190589269637487
affair	 0.18410731581075257
despite	 0.14838993642754905
contact	 0.22430005704424244
sorry	 0.09676375688932659
beautiful	 0.2594682920065828
age	 0.23086130071621833
below	 0.23427247759651654
million	 0.2209444537577927
demand	 0.2667002029704322
task	 0.20892514436282525
kennedy	 0.2209081504160341
attack	 0.21523837221877057
outside	 0.2534213951709566
report	 0.24420104678345855
double	 0.27837402113724824
crime	 0.1558001709439604
summer	 0.2556771825156854
means	 0.24599281398459033
important	 0.2676104150536802
block	 0.2790824094936528
stay	 0.15381151431888984
drink	 0.21630260098054188
avoid	 0.18207989179726214
health	 0.24371894795005694
perfect	 0.288020270361848
normal	 0.3317870060995892
rare	 0.31580495592590774
argument	 0.17349499880718705
computer	 0.18849146574603542
page	 0.2448448988414624
difficult	 0.21302840527856085
directly	 0.307603867225061
account	 0.2572820942871883
almost	 0.3209729263305063
bottom	 0.18994078449625798
ride	 0.20628959233918998
policy	 0.1925769937415008
white	 0.2606690439370964
key	 0.26186064206478693
available	 0.19040333016963604
human	 0.24824856894728536
win	 0.18672146064449502
slide	 0.25550194794511577
operation	 0.21530435185246388
french	 0.2699411375058918
general	 0.28697705804184037
bar	 0.24897258286268847
memory	 0.18610304120757226
waste	 0.2465222677973589
wash	 0.23617268263081426
San	 0.1396925283214947
throughout	 0.20514296305247087
meet	 0.26265021125707033
official	 0.24892671894713014
rather	 0.3144166499396877
newspaper	 0.19444888526584653
step	 0.24662112094060926
personal	 0.29171197162900797
throw	 0.21727618939772134
average	 0.24556522549298465
duty	 0.18875301228630373
White	 0.19933742054057385
rest	 0.2668257857278739
uncle	 0.1867566751430252
Indian	 0.2546938936590344
machine	 0.18784458454140734
path	 0.1726613534357796
self	 0.2342018037391314
visit	 0.2376542853939431
market	 0.22569595676409676
