extricat	0.1738667222539257	0.19948059310191732	0.204590167205909	0.1895018034970094	0.18000301129015922
branford	0.06927442045702897	0.10524800853506866	0.10516710707651356	0.13907366174456376	0.1508944314866244
grosvenor	0.19727311226991295	0.2709929556584636	0.2802535354544123	0.2899640520005988	0.27154913103421846
mathematic	0.1772157418461412	0.20757676197553307	0.2078044303609492	0.21555846035538484	0.19176753796464285
limpet	0.1666925703669641	0.19967195873911148	0.21168753413786612	0.21596673964637475	0.2204127592099453
shtick	0.14615894856210485	0.18628791122114322	0.17373021688625762	0.21182564620340583	0.20392959088754575
vandyke	0.1314543851535789	0.12605143332108626	0.1841404138504949	0.1863798160650531	0.14933850512969954
unfilter	0.12915008214746404	0.177113261224689	0.18575496649102394	0.1945186355768175	0.17931581805832325
nymphet	0.13925035870765726	0.1710783064876983	0.14546119101562874	0.2067993168815553	0.21377732061883328
procreative	0.18047782377788632	0.2298142015796825	0.23617957794720826	0.24571836131184135	0.24298309338063606
barbera	0.18691484767052516	0.24407928914078	0.2559510745972989	0.2466608698221176	0.2911411404935822
sunbather	0.1688943945456365	0.24537568540875487	0.22627433433369865	0.22433967908442326	0.20781827322534346
educators	0.1004891999173233	0.12209426573165572	0.14246177620770084	0.16854169505878977	0.12920972182696605
hyphen	0.10456848315134476	0.11272379452054476	0.11716500336696434	0.1379459010124638	0.13458051959241257
friendliest	0.05967951795442213	0.073633224421141	0.0776201990538894	0.07605300369343122	0.08005747758259858
appurtenance	0.12264788608242014	0.1789498286171016	0.17269507858237484	0.18785035081596638	0.19326930009319065
turboprop	0.15803316511669008	0.1584555865625525	0.14326144479232408	0.13703129102142922	0.13736996245414645
detou	0.1542685390582928	0.1844477708878124	0.14928367340037196	0.1813751268477469	0.1767967247688137
graciousness	0.13033886637111772	0.16159199027553234	0.1618462579606986	0.18534083751561437	0.16477444654303394
fou	0.17064752017393714	0.19938577132881002	0.18821460721059205	0.18276623822961552	0.2123535051345081
kith	0.22419475381569304	0.26642857101920303	0.30606074117366167	0.2899399166241108	0.29609560481258235
edmonds	0.1303918172518317	0.1468809432274784	0.19079214135101946	0.20181474624670553	0.21679492172505033
reification	0.12128724445406935	0.14896721900528034	0.16388256936656717	0.16457312056678605	0.16563952225339826
allus	0.14762414359445178	0.17727781138827206	0.1904573214106806	0.21448497483806217	0.19506492620990476
tyrol	0.17499641534486243	0.1965450169632524	0.2094636866805896	0.23091274256601552	0.2377285476246195
frankfort	0.17476304335995005	0.18991067124969488	0.19045699373508937	0.22401418923178168	0.2022584616598819
hialeah	0.09190953722206192	0.08902775041463977	0.11581375206197202	0.11952645728899174	0.12801042492474882
backwash	0.16346096968234022	0.20579950781016149	0.19508227451961685	0.2106736417279412	0.20378328253306877
