unfairly	0.22287539435621556	0.27899445479632695	0.2734569840340679	0.255987896594156	0.2573763761668444
aldrin	0.11451554753731864	0.12911567265826035	0.15824888786835795	0.15151502726573196	0.09671345554865786
trimmed	0.1703130170854805	0.19666557477687496	0.189213170740658	0.19243322541731014	0.18713584581630216
fay	0.17279482663871104	0.20902758083416276	0.20664359941127788	0.23235444617686465	0.2396293330878706
roomful	0.14766808123252137	0.15743221012264455	0.15055708649129187	0.1625638776097444	0.1565041217544409
monotony	0.16541153322311716	0.20150284417837577	0.19466821190675263	0.19862665069444793	0.19691654871132436
appeals	0.1629066588923956	0.16752307567199612	0.1953426903561657	0.20349928134099593	0.1839439423121796
ul	0.16105425307646246	0.1914463288140457	0.168476978929435	0.17210275660894112	0.18521086834484646
maelstrom	0.1894875266226295	0.2208605692863625	0.21597354901115814	0.2319317004769872	0.20273021560306986
rectum	0.16961005241746385	0.18085557341273828	0.14626762666148307	0.16608989939566382	0.15548031946384547
intermingle	0.1425782337142592	0.18765105107701388	0.21126664390686348	0.22761227685014296	0.24162085987775891
565	0.1781083814945262	0.22965136287995352	0.2800334785611537	0.3036451717655579	0.30904836458944646
downpour	0.15295139888024636	0.20727158960686307	0.1675277118483823	0.15932518225686984	0.15526986794086006
deke	0.1562325937194567	0.1709448937151622	0.1704294891559537	0.22068136550972295	0.22564353651359997
distillation	0.15099197727215877	0.18541347035485176	0.18373039370700564	0.18676053357577863	0.1934410374758337
invalidate	0.16710466399291377	0.19568869566424416	0.1979864626229185	0.20632513353193058	0.21927727910426179
safeguarde	0.17295346636028183	0.1916006807398774	0.2173847576464243	0.21661840391616727	0.21986995887652452
centerpiece	0.15831550653513857	0.16578744790788988	0.17445400242154174	0.19239788326888296	0.20359256904205572
humanistic	0.1829589065520017	0.19539573714303846	0.22034005989960498	0.23471629642899472	0.2324126520357093
stronghold	0.2000659347562841	0.24644019066861145	0.22639600880127914	0.22160107993758255	0.20052635827941803
impractical	0.18218561017633264	0.23326208737387208	0.2396537443521507	0.24251783511749875	0.246890172724446
cubic	0.16909691939198943	0.14708027095417298	0.14885062311606262	0.14733977627404213	0.17121015567988318
1.25	0.16377012539741587	0.18759584306793506	0.2347125866567683	0.26235459177382003	0.2722492239639657
